id,text
3583,"would you put suntan lotion on my back, please?"
3584,sure.
3585,thank you.
3586,you shouldn't lie in the sun for too long.
3587,i want to get a tan. i don't want to look so pale.
3588,what's wrong with looking pale?
3589,people think you might be sick.
3590,who thinks that?
3591,i don't know.
3592,it's better to be pale than to have skin cancer.
3593,i know that.
3594,i can't quit smoking.
3595,of course you can.
3596,i don't have enough will power.
3597,of course you do.
3598,i wish i had never started.
3599,so does every smoker.
3600,i've tried to quit so many times.
3601,so has everyone else.
3602,nothing seems to work.
3603,"all it takes is will power, and you have it."
3604,then why can't i quit?
3605,my back is killing me.
3606,what did you do?
3607,i got out of my car.
3608,that's it?
3609,i injured my back one time just by sneezing.
3610,you should see a doctor.
3611,my doctor said i need surgery.
3612,so?
3613,"so, forget it."
3614,you don't have the money?
3615,i have no insurance.
3616,my brother smokes three packs a day.
3617,three packs of what?
3618,"cigarettes, of course."
3619,how can he do that?
3620,"when he is almost finished with one cigarette, he uses it to light another."
3621,he's a chain smoker.
3622,he's been a chain smoker for 30 years.
3623,that's unbelievable. can he still breathe?
3624,"he can, but the people around him can't."
3625,how can he still be alive?
3626,his doctor says his heart and lungs are strong and healthy.
3627,i hate brushing my teeth.
3628,it's such a chore.
3629,"brush, brush. spit, spit."
3630,what did they do in the old days?
3631,they brushed with their fingers.
3632,they also ate with their fingers!
3633,why do they call it the good old days?
3634,maybe because they didn't have to brush and floss.
3635,who invented flossing?
3636,"a dentist, i'm sure."
3637,i hate flossing more than brushing!
3638,let's stop for a while. i need a break and some water.
3639,this trail is hard to climb.
3640,especially on a hot day like this.
3641,i can't believe we haven't seen any animals.
3642,thank goodness! i don't want to see any wild animals.
3643,all we've seen so far is a couple of lizards.
3644,"we're hiking to lose weight, not to see goats and bears."
3645,i bet i've lost a couple of pounds already.
3646,all you've lost is some sweat.
3647,i haven't even lost one pound of fat?
3648,"if you want to lose fat, you've got to do this hike every day."
3649,"oh no, another pimple on my face."
3650,pimples suck.
3651,it seems like i get a new pimple almost every day.
3652,maybe it's something in your diet.
3653,"no, i eat the same things day after day."
3654,then maybe it's in your genes.
3655,you might be right.
3656,do pimples run in your family?
3657,not that i've noticed.
3658,"well, maybe it's from the pollution in the air."
3659,"whatever the cause, i hate seeing them on my face."
3660,do you believe everything you hear?
3661,i don't believe anything i don't see with my own eyes.
3662,you can't believe what you hear on tv or radio.
3663,you can't believe what you read in the newspapers.
3664,everyone tells you a different story about the same thing.
3665,three different people will give you three different stories.
3666,and the government will give you a fourth story.
3667,"yes, like the government says not to worry about the swine flu."
3668,but the swine flu just killed 20 people in mexico.
3669,the government says we have nothing to worry about.
3670,then why are some schools telling the kids to stay home?
3671,don't pick your nose.
3672,i wasn't picking my nose.
3673,what were you doing?
3674,i was scratching my nose.
3675,i think i know the difference between picking and scratching.
3676,"okay, mom, maybe i was picking it a little bit."
3677,use a tissue next time.
3678,i didn't have a tissue.
3679,then wait till you find a tissue.
3680,i couldn't wait. it was an emergency.
3681,"oh, really? maybe you should have called 911."
3682,our tv remote is filthy.
3683,"yes, it's covered with crud."
3684,i'm going to clean it.
3685,don't use water on it!
3686,i'll use a damp cloth.
3687,don't let water get into any of the cracks.
3688,i'll squeeze the cloth so it's almost dry.
3689,don't rub the numbers off the remote.
3690,i will rub gently but firmly.
3691,"do it quickly, please, so i can change channels during commercials."
3692,i'll give it back to you in a couple of minutes.
3693,my ear is killing me.
3694,what's the matter?
3695,i was on a plane.
3696,so?
3697,"so, every time the plane goes up, my ear starts to hurt."
3698,that's no good.
3699,"sometimes the pain goes away, and sometimes it doesn't."
3700,have you seen a doctor?
3701,i've been to two doctors.
3702,and they couldn't fix your problem?
3703,they both said i have to live with it.
3704,did you see the woman with the new face?
3705,did she get a nice job?
3706,"she got an ""everything"" job!"
3707,what do you mean?
3708,a team of doctors gave her a whole new face.
3709,why did they do that?
3710,a mad dog bit most of her face off.
3711,"oh, that's terrible. what does she look like now?"
3712,"her face is really fat, but they say the swelling will go down."
3713,and then will she look normal again?
3714,i guess so.
3715,there's something wrong with my right hand.
3716,what's wrong with it?
3717,it aches most of the time.
3718,what do you think it is?
3719,i don't know. i think it's old age.
3720,"if it's old age, why don't both of your hands hurt?"
3721,that's a good question. maybe it's not old age.
3722,are you right-handed?
3723,yes. all my life.
3724,you're wearing out your right hand. stop using it so much.
3725,but i do all my writing with my right hand.
3726,i'm fine. how about yourself?
3727,i'm pretty good. thanks for asking.
3728,no problem. so how have you been?
3729,i've been great. what about you?
3730,i've been good. i'm in school right now.
3731,what school do you go to?
3732,i go to pcc.
3733,do you like it there?
3734,it's okay. it's a really big campus.
3735,good luck with school.
3736,thank you very much.
3737,i'm doing well. how about you?
3738,"never better, thanks."
3739,so how have you been lately?
3740,i've actually been pretty good. you?
3741,i'm actually in school right now.
3742,which school do you attend?
3743,i'm attending pcc right now.
3744,are you enjoying it there?
3745,it's not bad. there are a lot of people there.
3746,good luck with that.
3747,thanks.
3748,i'm doing great. what about you?
3749,"i'm absolutely lovely, thank you."
3750,everything's been good with you?
3751,i haven't been better. how about yourself?
3752,i started school recently.
3753,where are you going to school?
3754,i'm going to pcc.
3755,how do you like it so far?
3756,i like it so far. my classes are pretty good right now.
3757,i wish you luck.
3758,i know. i think it may rain.
3759,"it's the middle of summer, it shouldn't rain today."
3760,that would be weird.
3761,"yeah, especially since it's ninety degrees outside."
3762,"i know, it would be horrible if it rained and it was hot outside."
3763,"yes, it would be.†"
3764,i really wish it wasn't so hot every day.†
3765,me too. i can't wait until winter.
3766,"i like winter too, but sometimes it gets too cold."
3767,i'd rather be cold than hot.
3768,me too.
3769,you're right. i think it's going to rain later.
3770,"in the middle of the summer, it shouldn't be raining."
3771,that wouldn't seem right.
3772,"considering that it's over ninety degrees outside, that would be weird."
3773,"exactly, it wouldn't be nice if it started raining. it's too hot."
3774,"i know, you're absolutely right."
3775,i wish it would cool off one day.
3776,"that's how i feel, i want winter to come soon."
3777,"i enjoy the winter, but it gets really cold sometimes."
3778,"i know what you mean, but i'd rather be cold than hot."
3779,that's exactly how i feel.
3780,that is true. i hope it doesn't rain.
3781,it wouldn't rain in the middle of the summer.
3782,it wouldn't seem right if it started raining right now.
3783,it would be weird if it started raining in ninety degree weather.
3784,any rain right now would be pointless.
3785,"that's right, it really would be."
3786,i want it to cool down some.
3787,"i know what you mean, i can't wait until it's winter."
3788,winter is great. i wish it didn't get so cold sometimes though.
3789,i would rather deal with the winter than the summer.
3790,"yes, it is."
3791,it looks like it may rain soon.
3792,"yes, and i hope that it does."
3793,why is that?
3794,i really love how rain clears the air.
3795,me too. it always smells so fresh after it rains.
3796,"yes, but i love the night air after it rains."
3797,really? why is it?
3798,because you can see the stars perfectly.
3799,i really hope it rains today.
3800,"yeah, me too."
3801,it really is.
3802,it seems that it may rain today.
3803,hopefully it will.
3804,how come?
3805,i like how clear the sky gets after it rains.
3806,i feel the same way. it smells so good after it rains.
3807,i especially love the night air when it rains.
3808,really? why?
3809,the stars look so much closer after it rains.
3810,i really want it to rain today.
3811,"yeah, so do i."
3812,"yes, i think so too."
3813,i think that it's going to rain.
3814,i hope that it does rain.
3815,you like the rain?
3816,the sky looks so clean after it rains. i love it.
3817,i understand. rain does make it smell cleaner.
3818,i love most how it is at night after it rains.
3819,how come?
3820,you can see the stars so much more clearly after it rains.
3821,i would love for it to rain today.
3822,that sounds like fun. what's the weather going to be like?
3823,i heard that it's going to be warm this weekend.
3824,is it going to be perfect beach weather?
3825,i believe so.
3826,good. i hope it doesn't cool off this weekend.
3827,i know. i really want to go to the beach.
3828,but you know that california weather is really unpredictable.
3829,"you're right. one minute it's hot, and then the next minute it's cold."
3830,i really wish the weather would just stay the same.
3831,i do too. that way we can have our activities planned ahead of time.
3832,"yeah, that would make things a lot easier."
3833,a trip to the beach would be fun. how is the weather going to be?
3834,the forecast says that it will be warm on the weekend.
3835,so do you think it'll be perfect weather for the beach?
3836,it sounds like it will be.
3837,i really hope it doesn't get cold.
3838,"that would ruin things, i want to go so badly."
3839,"the weather in california is unpredictable, so you never know."
3840,that is true. the weather is constantly changing.
3841,it would be nice if the weather would never change.
3842,"that would be great, then we could plan things sooner."
3843,true. predictable weather would make life easier.
3844,what's the weather going to be like? i may want to go too.
3845,the weather this weekend is supposed to be warm.
3846,will it be good beach weather?
3847,i think it will be.
3848,it wouldn't be good if it got cold this weekend.
3849,"i want this trip to be perfect, i hope it stays warm."
3850,"this california weather is so uncertain, it's impossible to know what'll happen."
3851,i know. every day the weather seems different.
3852,i would love it if it wasn't always so unpredictable.
3853,that would make it easier for us to make plans.
3854,this is she. how's it going?
3855,i've been trying to call you all day.
3856,sorry about that. i was cleaning up.
3857,it's okay.
3858,so what were you calling me about?
3859,"oh, i just wanted to see if you wanted to hang out tomorrow."
3860,"sure, what did you want to do?"
3861,maybe we can go see a movie or something.
3862,that sounds like fun. let's do it.
3863,i'll see you tomorrow then.
3864,see you then. goodbye.
3865,speaking. what's up?
3866,why haven't you answered the phone?
3867,"my bad, i had chores to do."
3868,that's all right.
3869,what was the reason for your call?
3870,i want to do something tomorrow with you.
3871,sounds good. what did you have in mind?
3872,i was thinking about seeing a movie.
3873,"okay, let's go see a movie."
3874,until then.
3875,talk to you later.
3876,you're talking to her.
3877,i've called you a hundred times today.
3878,i was busy doing something. i apologize.
3879,no problem.
3880,did you need something?
3881,do you want to do something tomorrow?
3882,is there somewhere special you wanted to go?
3883,how about a movie?
3884,a movie sounds good.
3885,call me tomorrow then.
3886,"no, i haven't."
3887,she's really pretty.
3888,describe her to me.
3889,she's not too tall.
3890,"well, how tall is she?"
3891,she's about five feet even.
3892,"what does she look like, though?"
3893,she has pretty light brown eyes.
3894,i may know which girl you're talking about.
3895,so you have seen her around?
3896,"yes, i have."
3897,i haven't seen her yet.
3898,i think that she is very pretty.
3899,tell me how she looks.
3900,she's kind of short.
3901,what height is she?
3902,she's probably about five feet.
3903,"that's nice, but tell me what she looks like."
3904,the first thing i noticed was her beautiful brown eyes.
3905,i think i might've bumped into her before.
3906,are you telling me that you've seen her before?
3907,i believe so.
3908,no. have you?
3909,she's one of the prettiest girls at the school.
3910,what does she look like?
3911,"well, she's quite short."
3912,how tall would you say that she is?
3913,i would say she's only five feet.
3914,what about her facial features?
3915,"she has light brown eyes, absolutely beautiful."
3916,i think i know who you're talking about.
3917,have you seen her?
3918,i wasn't really feeling well.
3919,what was wrong with you?
3920,my stomach was upset.
3921,do you feel better now?
3922,i don't really feel too well yet.
3923,do you want anything to make you feel better?
3924,"no, thanks. i already took some medicine."
3925,i hope you feel better.
3926,thank you.
3927,i was sick.
3928,how were you sick?
3929,i had a stomachache.
3930,did it get any better?
3931,i'm still feeling under the weather.
3932,would you like anything for your stomach?
3933,i took something earlier.
3934,get better.
3935,thanks a lot.
3936,i stayed home because i wasn't feeling well.
3937,what was your problem?
3938,my stomach was bothering me.
3939,are you feeling any better?
3940,i'm still feeling a little sick.
3941,"i'm going to the store, would you like any pepto bismol?"
3942,that's okay.
3943,i hope you feel better.
3944,"no, i haven't."
3945,i got a promotion at my job.
3946,did you really?
3947,"seriously, i am so excited."
3948,"well, congratulations."
3949,thank you.
3950,i'm so happy for you.
3951,really?
3952,yes. you really deserved this.
3953,you think so?
3954,yes. good for you.
3955,you haven't told me anything yet.
3956,i got a promotion at work earlier this week.
3957,is that right?
3958,it's the truth. i am really happy.
3959,congratulations on your promotion.
3960,thank you very much.
3961,i am really excited for you.
3962,are you really?
3963,i'm serious. you deserved this promotion.
3964,is that what you really think?
3965,"yes, i do."
3966,i haven't heard anything.
3967,"my boss offered me a promotion, and i took it."
3968,are you serious?
3969,"yes, i am really excited."
3970,that's great. congratulations.
3971,i appreciate that.
3972,you have no idea how happy i am for you.
3973,for real?
3974,thank you. i just got this outfit the other day.
3975,"really, where did you get it?"
3976,i got it from macy's.
3977,it's really nice.
3978,"thanks again. you look nice today, too."
3979,thank you. i just got these shoes today.
3980,really? what kind of shoes are they?
3981,these are called all star chuck taylors.
3982,i really like those. how much did they cost?
3983,they were about forty dollars.
3984,i think i'm going to go buy myself a pair.
3985,you do? i just bought this outfit a couple days ago.
3986,"seriously, it looks really nice on you. where did you buy it from?"
3987,i bought it from the macy's at the santa anita mall.
3988,i really like that outfit.
3989,"thanks. i think you look nice today, too."
3990,thank you. i just bought these new shoes earlier today.
3991,those are nice. what are they?
3992,these are some chucks.
3993,those are great. how much were they?
3994,i got them for forty.
3995,i think i might go and find me my own pair of chucks.
3996,is that right? this is a brand new outfit.
3997,what store did you get it from?
3998,i went to macy's and picked it out.
3999,i love your outfit right now.
4000,"well, i think you look nice today too."
4001,thanks. i found these new shoes earlier at the store.
4002,i think that those are some really nice shoes. what kind are they?
4003,these are chucks.
4004,your shoes look really nice. how much did you get them for?
4005,they only cost me about forty dollars.
4006,i enjoy drawing and painting.
4007,you know how to draw and paint?
4008,"yes, i do."
4009,when did you learn how to do that?
4010,i learned back in high school.
4011,"oh, so you took an art class?"
4012,"yeah, i loved that class."
4013,i see that you're pretty talented.
4014,thank you very much.
4015,i wish i had a talent like that.
4016,i'm sure you have a talent. it's just hidden.
4017,i've always liked to draw and paint.
4018,i didn't know you knew how to draw and paint.
4019,i do it every once in a while.
4020,how long have you known how to do that?
4021,i first learned how to do it in high school.
4022,did you take some sort of art class or something?
4023,that was my favorite class.
4024,you have got to be talented.
4025,thanks.
4026,if only i was talented.
4027,you have a talent. you just don't know what it is yet.
4028,"when i have time, i sometimes draw and paint."
4029,"oh, you actually do that?"
4030,"every so often, i do."
4031,did you always know how to draw and paint?
4032,i was taught in high school how to draw and paint.
4033,you had an art class?
4034,"exactly, it was my favorite class."
4035,"well, it's good that you're so talented."
4036,i appreciate that.
4037,"talent is a great thing, i wish i had one."
4038,my favorite movie is superbad.
4039,"oh, why is that?"
4040,it's the funniest movie that i've ever seen.
4041,that's true. it is a very funny movie.
4042,you've seen it before?†
4043,"yes, i saw that movie the first day it came out in theaters."
4044,didn't you laugh through the whole movie? i did.
4045,me too. that movie brought tears to my eyes.
4046,mine too.
4047,i have it on dvd at my house if you want to come over and watch it.
4048,"sure, let's go."
4049,"i have to say, my favorite movie is superbad."
4050,is that right? why?
4051,"honestly, it is one of the funniest movies i've seen in a long time."
4052,you're right. that movie is hilarious.
4053,i didn't think you saw that movie.
4054,i went to see it the day it came out.
4055,i was laughing through the whole movie.
4056,"i couldn't help laughing, either.†"
4057,same here.
4058,i bought the movie. would you like to come to my house and watch it?
4059,of course.
4060,i'm going to have to say that superbad is the best movie ever.
4061,"you think so, how come?"
4062,"well, superbad is super funny."
4063,"you're not lying, i found that movie absolutely hilarious."
4064,i didn't know that you saw superbad before.
4065,i made sure to be in line to see it the first day it came out.
4066,i couldn't keep from laughing throughout the whole movie.
4067,i was laughing hysterically the whole time; my stomach muscles hurt afterwards.
4068,that's exactly how i felt.
4069,"i got the movie when it came out on dvd, do you want to come over?"
4070,i like listening to different kinds of music.
4071,"like what, for instance?"
4072,i enjoy rock and r&b.
4073,why is that?
4074,i like the different instruments that they use.
4075,that's a good reason to like something.
4076,"yeah, i think so too."
4077,i enjoy listening to all kinds of music.
4078,what kind?
4079,i like to listen to rock and r&b.
4080,why do you like that type of music?
4081,i like the kinds of instruments that they use.
4082,i think that's an excellent reason to like something.
4083,"thanks, i feel the same way."
4084,i listen to various types of music.
4085,what genres?
4086,i enjoy listening to both rock and r&b.
4087,what interests you in that type of music?
4088,i enjoy the different types of instruments that they use.
4089,that is a perfect reason to like a certain kind of music.
4090,"no, i couldn't make it."
4091,you missed a really good game.
4092,"oh, really? who won?"
4093,our school did. they played really well.
4094,too bad i was busy. i really wanted to go.
4095,"yeah, you should have. it was really exciting."
4096,so what was the score?
4097,the score was 101-98.
4098,"man, that was a really close game."
4099,that's what made it so great.
4100,i'll make sure and make it to the next one.
4101,i was unable to make it.
4102,you should have been there. it was intense.
4103,is that right. who ended up winning?
4104,our team was victorious.
4105,i wish i was free that night. i'm kind of mad that i didn't go.
4106,it was a great game.
4107,what was the score at the end of the game?
4108,our team won 101-98.
4109,sounds like it was a close game.
4110,that's the reason it was such a great game.
4111,"the next game, i will definitely be there."
4112,"i wanted to go, but i couldn't."
4113,it was a great game.
4114,it's too bad that i couldn't make it. who won?
4115,our team played hard and won.
4116,i really wish i went to the game.
4117,it was the best game ever.
4118,so tell me the final score.
4119,"the other team lost by three points, 101-98.†"
4120,it must've been a close game.
4121,it really was. you should've gone.
4122,i'm going to the movies with a friend. how about you?
4123,i'm not sure yet.
4124,"well, did you want to go see a movie with me?"
4125,what movie are you going to see?
4126,i'm not sure yet. is there something you want to see?
4127,there's nothing i can think of.
4128,"so, did you want to go?"
4129,"no, thanks, maybe another time."
4130,"okay, sounds good."
4131,i am going to see a movie with a friend of mine. what about you?
4132,i don't know.
4133,would you like to see a movie with me and my friend?
4134,do you know what movie you're going to watch?
4135,"i don't know, but was there a certain movie you wanted to see?"
4136,none that i can think of.
4137,"well, would you like to go?"
4138,"thank you for inviting me, but i think i'll pass."
4139,all right. another time then.
4140,i'm going to the movie theater with my friend. what are you going to do?
4141,i'm not quite sure yet.
4142,how about you see a movie with me and my friend?
4143,what movie are you and your friend planning on watching?
4144,not sure. is there a movie out that catches your eye?
4145,no good movies come to mind.
4146,have you decided whether or not you would like to go?
4147,"no, thanks. maybe another time."
4148,"yeah, i went to school today. were you there?"
4149,"no, i didn't go, i've been sick."
4150,that sucks. did you want the assignments from english class?
4151,"that would be nice, thank you."
4152,"no problem, you're welcome."
4153,i will be glad to do the same for you when you're sick.
4154,"well, thank you. i hope to see you at school tomorrow."
4155,i attended school today. did you?
4156,i wasn't able to attend school because i was feeling ill.
4157,i'm sorry to hear that. would you like the assignments from english class?
4158,"i would really appreciate that, thanks."
4159,it's no trouble at all.
4160,"if you get sick, i'll return the favor."
4161,thanks. see you at school tomorrow if you feel better.
4162,i went to school today. did you go to school?
4163,"i couldn't go to school today, i was sick."
4164,that's horrible. i'd be happy to give you the assignments from english class.
4165,"thank you very much, that's kind of you."
4166,don't mention it.
4167,"when you miss a day of school, i'll be happy to give you the english assignments."
4168,what happened?
4169,our cousin went into labor and had her baby last week.
4170,she did? why didn't anyone tell me?
4171,i would've thought that somebody would have told you.
4172,"no, i had no idea."
4173,"well, she did, her baby was 8 pounds 6 ounces."
4174,"oh my god, that's great!"
4175,are you going to go and visit her and the baby?
4176,i think that i might.
4177,good! i just thought i'd let you know.
4178,thanks for telling me.
4179,heard what?
4180,debrah already had her baby.
4181,i didn't know that.
4182,i thought you knew.
4183,i honestly didn't know.
4184,the baby was 8 pounds 6 ounces.
4185,that's good to hear.
4186,will you go and visit them?
4187,of course i will.
4188,i just wanted to give you the good news.
4189,thanks for letting me know.
4190,i haven't heard anything.
4191,debrah had her baby last week.
4192,nobody told me.
4193,i thought you heard.
4194,i really wasn't told anything.
4195,she was a cute 8 pounds 6 ounces.
4196,"wow, how exciting."
4197,"i know, you should really go and see her and the baby."
4198,of course i will.
4199,i just wanted to let you know what happened.
4200,of course. did you?
4201,"i didn't want to, so i didn't."
4202,"that's sad, but have you gone to the movies recently?"
4203,that's a switch.
4204,"i'm serious, have you?"
4205,"no, i haven't. why?"
4206,i really want to go to the movies this weekend.
4207,so go then.
4208,i really don't want to go by myself.
4209,"well anyway, do you plan on going to school tomorrow?"
4210,"no, i think i'm going to go to the movies."
4211,i always do. did you go to school today?
4212,"no, i didn't."
4213,"you should have, but have you seen any movies lately?"
4214,that was an odd change of subject.
4215,"maybe it was, but answer the question."
4216,"no, not recently."
4217,i want to go to see a movie this weekend.
4218,what's stopping you then?
4219,i don't want to go alone.
4220,"so, will you be at school tomorrow?"
4221,"no, i want to go to the movies instead."
4222,"yeah, i went. did you go?"
4223,"no, i didn't feel like it."
4224,"that's nice, have you been to the movies lately?"
4225,"no, but that was a random change of subject."
4226,"it may have been random, but have you?"
4227,i haven't lately.
4228,i would love to catch a movie this weekend.
4229,"so then, why don't you just go?"
4230,i don't want to see a movie by myself.
4231,"okay, so are you going to school tomorrow?"
4232,it's no problem. i was really missing you anyway.
4233,i missed you too.
4234,why haven't you tried to come see me then?
4235,i've been really busy.
4236,doing what?
4237,working.
4238,"i would've come to see you sooner, but i've been busy too."
4239,what have you been doing?
4240,i've been working too.
4241,"well regardless, i'm very happy that you came to see me."
4242,i am too.
4243,i had to. i was missing you a lot.
4244,i was missing you too.
4245,"so, why haven't you visited me?"
4246,i've actually been busy lately.
4247,what have you been doing?
4248,i've just been working really hard.
4249,i've also been busy.
4250,tell me what you've been doing.
4251,"basically, i've been working too."
4252,"well whatever, i'm glad you came."
4253,so am i.
4254,i really missed you a lot.
4255,i've been missing you like crazy.
4256,i don't understand why you haven't come to visit me.
4257,"lately, i've been quite busy."
4258,tell me what you've been up to.
4259,i've really been working a lot lately.
4260,i've been pretty busy myself.
4261,so what have you been up to?
4262,i've just been working a lot.
4263,"whatever the reason may be, i'm glad you visited me."
4264,"yeah, but i'm still waiting for my invitation."
4265,oh really? she gave me mine earlier today.
4266,"well, she'll probably just give me my invitation later on today."
4267,"yeah, so are you planning on going?"
4268,i think so. it sounds like it's going to be a lot of fun.
4269,"it really does, i can't wait."
4270,what time does the party start?
4271,it starts at 8 o'clock.
4272,"oh, well, how many people has she given invites to so far?"
4273,"i'm not sure, but i don't think she's given out that many."
4274,"well, hopefully she'll give me my invite later on today."
4275,"i've heard about it, but i'm still waiting for my invitation."
4276,really? i got mine from her this morning.
4277,i'm guessing that she's going to give me my invite today or tomorrow.
4278,"you're probably right, do you intend on going to the party?"
4279,i want to. i heard it's going to be really fun.
4280,"i know, it does sound pretty awesome."
4281,"well, when does the party start?"
4282,it's supposed to start at about eight.
4283,how many invitations has she given out?
4284,"i really don't know, but i don't think she gave out that many yet."
4285,"i really want to go, so i hope that she gives me my invite soon."
4286,i was told about it already. i'm just waiting for my invitation.
4287,is that right? i already got my invitation from her earlier.
4288,i believe that she will give me the invitation today.
4289,are you even going to go?
4290,"yeah, it sounds like it's going to be the best party of the year."
4291,"exactly, it seems like it's going to be loads of fun."
4292,when exactly does the party start?
4293,the invitation says it starts at 8:00 p.m.
4294,has she given out a lot of invitations yet?
4295,"i have no idea, she hasn't given out many though."
4296,nothing really.
4297,i'm throwing a party on friday.
4298,i didn't realize that.
4299,you didn't?
4300,nobody has told me anything about your party.
4301,did you want to go?
4302,when does it start?
4303,at 8:00 p.m.
4304,i'll be there.
4305,i'd better see you there.
4306,of course.
4307,fine. what's going on with you?
4308,i'm having a party this friday.
4309,i had no idea.
4310,is that right?
4311,i didn't hear anything about it.
4312,can you go?
4313,what time?
4314,it starts at 8 o'clock.
4315,i'll go.
4316,i hope that i'll see you there.
4317,no doubt.
4318,not much.
4319,"this friday, i'm throwing a party."
4320,oh really? i didn't know that.
4321,are you serious?
4322,i haven't heard anything about it.
4323,can you make it?
4324,what time does it start?
4325,the party starts at 8.
4326,"yeah, i think i'll go."
4327,am i going to see you there?
4328,"nothing really, you?"
4329,i'm throwing a party next saturday.
4330,is that right?
4331,"yeah, are you going to come?"
4332,"i'm sorry, i can't."
4333,why not?
4334,i don't really want to.
4335,"well, why don't you?"
4336,i hate going to parties.
4337,"well, that's okay."
4338,"yeah, sorry."
4339,"nothing, how about you?"
4340,"next saturday, i'm going to have a party."
4341,"oh, really?"
4342,you are coming?
4343,probably not.
4344,why is that?
4345,i don't feel like going.
4346,why not?
4347,i really can't stand going to parties.
4348,"i understand, i guess."
4349,sorry about that.
4350,"not a lot, what about you?"
4351,i'm having a party next saturday.
4352,that's nice.
4353,are you going to be there?
4354,i don't think so.
4355,is there a reason why?
4356,i just really don't want to go.
4357,how come?
4358,i don't really like parties.
4359,"i wish you would go, but that's okay."
4360,"nothing much, what's going on?"
4361,i'm having a party this friday.
4362,"oh, really? that's nice."
4363,i wanted to see if you wanted to come.
4364,"this friday? sorry, i already have plans."
4365,doing what?
4366,i'm going to dinner with my family.
4367,"i really wanted you to come, but i understand."
4368,"yeah, maybe next time."
4369,i'll hold you to that.
4370,sounds like a plan.
4371,not a lot. what about you?
4372,i'm throwing a party on friday.
4373,that sounds like fun.
4374,do you think you can come?
4375,i'm sorry. i'm already doing something this friday.
4376,what are you going to be doing?
4377,my family and i are going to dinner.
4378,i was hoping you would come.
4379,i'll definitely try to make it the next time.
4380,i'd better see you there.
4381,all right. i'll see you next time.
4382,nothing really. how about you?
4383,"a lot, like the party i'm having on friday."
4384,"well, that's cool."
4385,will you be able to make it?
4386,i'm busy this friday. i'm sorry.
4387,what do you have to do?
4388,i'm having dinner with my family
4389,maybe you can come next time.
4390,i'll make sure and come to your next party.
4391,i'll look for you at my next party.
4392,why are you trying to rush me off the phone?
4393,i really have to go.
4394,why? i still wanted to talk to you.
4395,i have things to do.
4396,like what?
4397,don't be nosey.
4398,i'm not. i just want to know.
4399,"well, it's really none of your business."
4400,that's harsh.
4401,"i'm sorry, but i have to go."
4402,fine.
4403,is there a reason why you're trying to get off the phone so fast?
4404,i've got to go.
4405,i wasn't done talking to you.
4406,"i have to do some things, and besides, it's not polite to be nosey."
4407,i'm not being nosey. i'm just asking.
4408,i really don't think it's any of your business.
4409,that's not nice.
4410,"i apologize, but i'm getting off the phone now."
4411,okay.
4412,what's the rush?
4413,i have to get off the phone now.
4414,i'm not ready to get off the phone with you.
4415,there are other things i need to take care of.
4416,what is it that you need to do?†
4417,please don't be nosey.
4418,"i'm not being nosey, it's just a question."
4419,you don't need to worry about that.
4420,that was mean to say.
4421,"i am very sorry, but i must go."
4422,it was nice talking to you too.
4423,we should really hang out again.
4424,that would be fun.
4425,where do you want to go?
4426,i think we should go out to eat.
4427,that sounds good.
4428,"all right, so i'll see you then."
4429,i'll call you later.
4430,"okay, i'll talk to you later then."
4431,see you later.
4432,bye.
4433,i enjoyed talking to you too.
4434,we should hang out some time.
4435,i think that would be nice.
4436,is there anything you would like to do next time?
4437,do you want to go out to eat?
4438,i'd like that.
4439,so i'll see you next time.
4440,i'm going to call you soon.†
4441,i'll talk to you later.
4442,see you soon.
4443,goodbye.
4444,it was really nice talking to you also.
4445,i think we should really do something sometime.
4446,that should be loads of fun.
4447,what do you want to do next time?
4448,would you like to go to dinner or something?
4449,"yeah, let's do that."
4450,"okay, until next time then."
4451,i'll call you so we can set that up.
4452,talk to you then.
4453,"all right, see you."
4454,i live in pasadena.
4455,where is pasadena?
4456,it's in california.
4457,is it in northern california?
4458,no. it's in southern california.
4459,is pasadena a big city?
4460,it's pretty big.
4461,"how big is ""pretty big""?"
4462,"it has about 140,000 people."
4463,how big is los angeles?
4464,it has about 3 million people.
4465,"yes, i do."
4466,what kind of car do you have?
4467,i have a honda.
4468,is it new?
4469,it was new in 2003.
4470,"so, it's pretty old now."
4471,"yes, it is. but it still looks good."
4472,do you take good care of it?
4473,"oh, yes. i wash it once a week."
4474,do you change the oil?
4475,my mechanic changes the oil twice a year.
4476,"no, i don't. do you?"
4477,"i don't have a girlfriend, either."
4478,why not?
4479,i don't know. maybe i'm not rich enough.
4480,girls like guys with money.
4481,they sure do.
4482,they like guys with new cars.
4483,i don't have money or a new car.
4484,"me, neither."
4485,but girls like guys who are funny.
4486,maybe we should learn some good jokes.
4487,i have to walk the dog.
4488,what kind of dog do you have?
4489,i have a little poodle.
4490,poodles bark a lot.
4491,they sure do.
4492,they bark at everything.
4493,they never shut up.
4494,why did you get a poodle?
4495,it's my mom's dog.
4496,so she likes poodles.
4497,she says they're good watchdogs.
4498,sure. why do you need it?
4499,i want to buy lunch.
4500,where's your money?
4501,it's not in my wallet.
4502,your wallet is empty?
4503,i don't have even one dollar in it.
4504,being broke is no fun.
4505,even if it's only for a short while.
4506,it's always good to have friends.
4507,friends will lend you money when you're broke.
4508,as long as you pay them back.
4509,that's a great idea.
